County,State,Price,State_Average,state_name,Comparison_with_State_Average
Tuscola County,MI,2.91,2.923,Michigan,-0.013
Uinta County,WY,2.744,2.9467,Wyoming,-0.2027
Uintah County,UT,3.024,3.0844,Utah,-0.0604
Ulster County,NY,3.049,3.2019,New York,-0.1529
Union County,AR,2.78,2.6515,Arkansas,0.1285
Union County,IL,3.059,3.0868,Illinois,-0.0278
Union County,KY,2.684,2.7243,Kentucky,-0.0403
Union County,LA,2.605,2.741,Louisiana,-0.136
Union County,NC,2.886,2.8649,North Carolina,0.0211
Union County,NM,2.699,2.8433,New Mexico,-0.1443
Union County,OH,2.886,2.8384,Ohio,0.0476
Union County,OR,3.69,3.5375,Oregon,0.1525
Union County,PA,3.094,3.3018,Pennsylvania,-0.2078
Union County,SD,2.696,2.8881,South Dakota,-0.1921
Upton County,TX,2.915,2.6847,Texas,0.2303
Utah County,UT,2.924,3.0844,Utah,-0.1604
Valdez Cordova County,AK,4.075,3.5955,Alaska,0.4795
Valley County,ID,3.298,3.1104,Idaho,0.1876
Valley County,MT,2.929,2.9015,Montana,0.0275
Van Buren County,IA,2.779,2.7676,Iowa,0.0114
Van Buren County,TN,2.799,2.6916,Tennessee,0.1074
Venango County,PA,3.456,3.3018,Pennsylvania,0.1542
Ventura County,CA,4.5,4.5028,California,-0.0028
Vermilion County,IL,3.074,3.0868,Illinois,-0.0128
Vernon County,MO,2.488,2.6718,Missouri,-0.1838
Victoria County,TX,2.474,2.6847,Texas,-0.2107
Vigo County,IN,2.77,2.8702,Indiana,-0.1002
Virginia Beach City County,VA,2.741,2.9095,Virginia,-0.1685
Volusia County,FL,3.122,3.0547,Florida,0.0673
Wabash County,IL,2.984,3.0868,Illinois,-0.1028
Wabasha County,MN,2.744,2.7892,Minnesota,-0.0452
Wadena County,MN,2.892,2.7892,Minnesota,0.1028
Wahkiakum County,WA,4.599,3.934,Washington,0.665
Wake County,NC,2.888,2.8649,North Carolina,0.0231
Waldo County,ME,3.02,3.0555,Maine,-0.0355
Walker County,GA,2.793,2.9209,Georgia,-0.1279
Wallace County,KS,2.899,2.7011,Kansas,0.1979
Wallowa County,OR,3.952,3.5375,Oregon,0.4145
Walsh County,ND,2.786,2.8678,North Dakota,-0.0818
Walthall County,MS,2.692,2.6891,Mississippi,0.0029
Walton County,FL,2.837,3.0547,Florida,-0.2177
Walworth County,SD,2.942,2.8881,South Dakota,0.0539
Ward County,ND,2.887,2.8678,North Dakota,0.0192
Ward County,TX,2.662,2.6847,Texas,-0.0227
Ware County,GA,2.766,2.9209,Georgia,-0.1549
Warren County,GA,2.997,2.9209,Georgia,0.0761
Warren County,IL,3.099,3.0868,Illinois,0.0122
Warren County,MS,2.708,2.6891,Mississippi,0.0189
Warren County,NY,3.241,3.2019,New York,0.0391
Warren County,OH,2.783,2.8384,Ohio,-0.0554
Warren County,PA,3.695,3.3018,Pennsylvania,0.3932
Warrick County,IN,2.687,2.8702,Indiana,-0.1832
Wasco County,OR,3.279,3.5375,Oregon,-0.2585
Waseca County,MN,2.78,2.7892,Minnesota,-0.0092
Washington County,AR,2.577,2.6515,Arkansas,-0.0745
Washington County,CO,3.059,3.0417,Colorado,0.0173
Washington County,FL,2.856,3.0547,Florida,-0.1987
Washington County,ID,3.157,3.1104,Idaho,0.0466
Washington County,KS,2.677,2.7011,Kansas,-0.0241
Washington County,KY,2.763,2.7243,Kentucky,0.0387
Washington County,MD,3.071,2.9834,Maryland,0.0876
Washington County,ME,3.088,3.0555,Maine,0.0325
Washington County,MO,2.596,2.6718,Missouri,-0.0758
Washington County,MS,2.672,2.6891,Mississippi,-0.0171
Washington County,NC,2.707,2.8649,North Carolina,-0.1579
Washington County,NE,2.598,2.8668,Nebraska,-0.2688
Washington County,NY,3.168,3.2019,New York,-0.0339
Washington County,OH,2.917,2.8384,Ohio,0.0786
Washington County,OK,2.513,2.5638,Oklahoma,-0.0508
Washington County,OR,3.753,3.5375,Oregon,0.2155
Washington County,PA,3.387,3.3018,Pennsylvania,0.0852
Washington County,RI,3.012,2.9686,Rhode Island,0.0434
Washington County,VA,2.842,2.9095,Virginia,-0.0675
Washington County,VT,3.21,3.1276,Vermont,0.0824
Washita County,OK,2.599,2.5638,Oklahoma,0.0352
Washoe County,NV,4.118,3.5176,Nevada,0.6004
Waukesha County,WI,2.621,2.7954,Wisconsin,-0.1744
Wayne County,GA,2.823,2.9209,Georgia,-0.0979
Wayne County,IA,2.729,2.7676,Iowa,-0.0386
Wayne County,IN,2.861,2.8702,Indiana,-0.0092
Wayne County,KY,2.744,2.7243,Kentucky,0.0197
Wayne County,NC,2.84,2.8649,North Carolina,-0.0249
Wayne County,OH,2.723,2.8384,Ohio,-0.1154
Wayne County,PA,3.302,3.3018,Pennsylvania,0.0002
Wayne County,UT,3.213,3.0844,Utah,0.1286
Weakley County,TN,2.583,2.6916,Tennessee,-0.1086
Webb County,TX,2.455,2.6847,Texas,-0.2297
Webster County,KY,2.625,2.7243,Kentucky,-0.0993
Webster County,LA,2.669,2.741,Louisiana,-0.072
Weld County,CO,2.705,3.0417,Colorado,-0.3367
Wells County,IN,2.838,2.8702,Indiana,-0.0322
Wells County,ND,2.899,2.8678,North Dakota,0.0312
West Feliciana County,LA,2.93,2.741,Louisiana,0.189
Westchester County,NY,3.324,3.2019,New York,0.1221
Westmoreland County,PA,3.419,3.3018,Pennsylvania,0.1172
Weston County,WY,2.852,2.9467,Wyoming,-0.0947
Wexford County,MI,2.771,2.923,Michigan,-0.152
Wheeler County,GA,2.939,2.9209,Georgia,0.0181
White County,IL,3.038,3.0868,Illinois,-0.0488
White Pine County,NV,2.778,3.5176,Nevada,-0.7396
Whiteside County,IL,3.166,3.0868,Illinois,0.0792
Whitfield County,GA,2.84,2.9209,Georgia,-0.0809
Whitman County,WA,3.951,3.934,Washington,0.017
Wibaux County,MT,2.919,2.9015,Montana,0.0175
Wicomico County,MD,2.864,2.9834,Maryland,-0.1194
Wilkes County,GA,2.896,2.9209,Georgia,-0.0249
Wilkin County,MN,2.649,2.7892,Minnesota,-0.1402
Wilkinson County,GA,2.853,2.9209,Georgia,-0.0679
Wilkinson County,MS,2.939,2.6891,Mississippi,0.2499
Will County,IL,3.091,3.0868,Illinois,0.0042
Willacy County,TX,2.494,2.6847,Texas,-0.1907
Williams County,ND,2.961,2.8678,North Dakota,0.0932
Williamsburg County,SC,2.836,2.7674,South Carolina,0.0686
Williamson County,IL,2.89,3.0868,Illinois,-0.1968
Williamson County,TN,2.8105,2.6916,Tennessee,0.1189
Wilson County,KS,2.765,2.7011,Kansas,0.0639
Wilson County,TN,2.622,2.6916,Tennessee,-0.0696
Winchester City County,VA,2.911,2.9095,Virginia,0.0015
Windham County,VT,2.978,3.1276,Vermont,-0.1496
Windsor County,VT,3.02,3.1276,Vermont,-0.1076
Winnebago County,IA,2.839,2.7676,Iowa,0.0714
Winnebago County,IL,3.113,3.0868,Illinois,0.0262
Winneshiek County,IA,2.884,2.7676,Iowa,0.1164
Winona County,MN,2.772,2.7892,Minnesota,-0.0172
Winston County,MS,2.588,2.6891,Mississippi,-0.1011
Wolfe County,KY,2.949,2.7243,Kentucky,0.2247
Wood County,WV,2.727,3.0191,West Virginia,-0.2921
Woodbury County,IA,2.53,2.7676,Iowa,-0.2376
Woodford County,KY,2.722,2.7243,Kentucky,-0.0023
Worcester County,MA,3.028,3.1254,Massachusetts,-0.0974
Worcester County,MD,2.919,2.9834,Maryland,-0.0644
Wright County,IA,2.756,2.7676,Iowa,-0.0116
Wyoming County,NY,3.23,3.2019,New York,0.0281
Wyoming County,PA,3.168,3.3018,Pennsylvania,-0.1338
Yakima County,WA,3.68,3.934,Washington,-0.254
Yates County,NY,3.32,3.2019,New York,0.1181
Yavapai County,AZ,3.241,3.1461,Arizona,0.0949
Yell County,AR,2.754,2.6515,Arkansas,0.1025
Yellow Medicine County,MN,2.883,2.7892,Minnesota,0.0938
Yellowstone County,MT,2.79,2.9015,Montana,-0.1115
Yolo County,CA,4.207,4.5028,California,-0.2958
York County,ME,3.021,3.0555,Maine,-0.0345
York County,NE,2.699,2.8668,Nebraska,-0.1678
York County,SC,2.7,2.7674,South Carolina,-0.0674
Yukon Koyukuk County,AK,3.569,3.5955,Alaska,-0.0265
Yuma County,AZ,3.156,3.1461,Arizona,0.0099
